SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
45a	611	No	Yes	SHI-0611	RR2212	OR	OR2	OR2_Eco-till	Eco-till	45	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.26	silt loam	5.42	72.53	22.05	0.29	97.82	10.41	12.63	4.07	88.2	4.68	29.1	0.27	13.64	299.55	13.93	6.57	100	3.8	100	163.3	100	116.4	5.2	3.4	0.1	56	61.13		71972.58	2208.27	1.04E+09		0		Csb
46a	612	No	Yes	SHI-0612	RR2213	OR	OR2	OR2_Groundhog	Groundhog	46	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.02	silt loam	5.71	71.84	22.45	0.27	95.54	11.42	13.84	4.37	93.7	4.63	28.55	0.28	14.16	326.43	17.41	6.55	100	3.7	100	168.3	100	109.3	3.8	3.6	0.1	56	61.92		68297.65	5567.36	1.55E+09		0		Csb
47a	613	No	Yes	SHI-0613	RR2214	OR	OR2	OR2_Lunch	Lunch	47	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.11	silt loam	5.85	71.42	22.73	0.23	86.36	16.9	21.67	4.18	90.5	4.88	31.18	0.32	17.59	331.81	18.16	6.65	100	3.7	100	168.1	100	113.2	4.1	4.1	0.1	56	62.15		66572.14	7881.75	1.80E+09		0		Csb
48a	614	No	Yes	SHI-0614	RR2215	OR	OR2	OR2_Nitro	Nitro	48	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.05	silt loam	6.07	72.64	21.29	0.32	99.42	14.46	17.91	4.2	90.8	5.5	38.06	0.24	11.68	317.47	16.19	6.44	100	3.6	100	160.2	100	107.6	5	3.6	0.2	56	63.01		65662	3911.78	1.67E+09		0		Csb
49a	615	No	Yes	SHI-0615	RR2216	OR	OR2	OR2_Tillage	Tillage	49	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.12	silt loam	5.88	71.47	22.65	0.31	99.08	14.05	17.32	4.15	89.9	4.85	30.83	0.28	14.16	321.05	16.67	6.51	100	3.4	97.2	150.8	100	108.7	4.6	4.2	0.1	56	62.12		73206.12	4439.94	1.46E+09		0		Csb
50a	616	No	Yes	SHI-0616	RR2217	OR	OR2	OR2_Sodbuster Blend	Sodbuster Blend	50	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.28	silt loam	5.71	72.64	21.66	0.31	98.88	14.37	17.77	3.93	85	4.21	24.34	0.24	11.68	299.55	13.93	6.49	100	3.5	100	159.7	100	115.2	4	3.2	0.1	56	60.76		58887.47	4067.82	1.21E+09		0		Csb
51a	617	No	Yes	SHI-0617	RR2218	OR	OR2	OR2_Dynamite	Dynamite	51	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.48	silt loam	4.67	72.5	22.84	0.32	99.31	11.02	13.35	3.97	86	4.23	24.58	0.3	15.81	330.01	17.91	6.37	100	3.7	100	128.7	100	108.8	5.7	4.3	0.2	56	61.3		71529.51	5338.08	1.47E+09		0		Csb
52a	618	No	Yes	SHI-0618	RR2219	OR	OR2	OR2_Kenland	Kenland	52	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.96	silt loam	4.31	75.23	20.47	0.31	98.9	9.17	11.26	3.27	61.8	4.12	23.53	0.3	15.81	319.26	16.43	6.48	100	3.8	100	134.5	100	107.1	4.9	4	0.1	56	58.37		63842.39	3177.82	1.08E+09		0		Csb
54a	619	No	Yes	SHI-0619	RR2220	OR	OR2	OR2_Starfire II	Starfire II	54	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.44	silt loam	4.54	74.23	21.24	0.32	99.38	11.1	13.44	4.08	88.6	4.49	27.1	0.41	25.86	347.93	20.55	6.81	100	3.7	100	136.8	100	103.8	3.5	3.7	0.1	56	63.09		67808.3	7686.83	1.92E+09		0		Csb
55a	620	No	Yes	SHI-0620	RR2221	OR	OR2	OR2_Wildcat	Wildcat	55	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.27	silt loam	5.61	73.25	21.14	0.33	99.56	13.74	16.89	3.99	86.4	4.5	27.25	0.4	25.11	288.8	12.68	6.53	100	3.9	100	139.2	100	109.8	4.9	4	0.1	56	62.39		63590.89	5815.62	1.57E+09		0		Csb
56a	621	No	Yes	SHI-0621	RR2222	OR	OR2	OR2_Cinammon Plus	Cinammon Plus	56	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.47	silt loam	4.45	73.27	22.28	0.32	99.38	12.01	14.58	4.07	88.2	4.3	25.29	0.27	13.64	272.67	10.96	6.42	100	3.8	100	144.6	100	109.8	5.1	4.2	0.1	56	60.8		67453.32	3059.56	1.21E+09		0		Csb
57a	622	No	Yes	SHI-0622	RR2223	OR	OR2	OR2_Freedom!	Freedom!	57	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.47	silt loam	4.69	73.17	22.14	0.32	99.38	16.26	20.64	3.97	86	4.49	27.13	0.32	17.59	290.59	12.88	6.55	100	4	100	141.7	100	108.4	4.3	4.1	0.2	56	61.96		69453.02	7667.06	1.79E+09		0		Csb
58a	623	No	Yes	SHI-0623	RR2224	OR	OR2	OR2_Cyclone II	Cyclone II	58	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.39	silt loam	5.05	75.38	19.57	0.33	99.5	15.33	19.21	3.99	86.4	4.35	25.74	0.37	22.19	315.68	15.95	6.63	100	3.7	100	139.4	100	104.5	4	3.8	0.1	56	62.5		76247.09	8421.33	2.02E+09		0		Csb
63a	624	No	Yes	SHI-0624	RR2225	OR	OR2	OR2_Mammoth	Mammoth	63	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	6/18/2018			5/14/2018				red clover	"Fescue, Annual"	Conventional Till																						32.36	silt loam	4.76	74.15	21.09	0.32	99.29	16.45	20.95	4.13	89.6	4.68	29.04	0.32	17.59	276.26	11.32	6.61	100	4	100	144.5	100	103.5	4.5	3.2	0.1	56	62.38		66791.55	8523.74	2.10E+09		0		Csb
72a	625	No	Yes	SHI-0625	RR2226	OR	OR2	OR2_Bates RS4	Bates RS4	72	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	5/11/2018			5/14/2018				cereal rye	"Fescue, Annual"	Conventional Till																						32.26	silt loam	4.9	73.15	21.95	0.32	99.41	16.23	20.59	4.26	92	4.51	27.33	0.27	13.64	328.22	17.66	6.58	100	3.7	100	140.5	100	112.6	4.1	3.7	0.1	56	62.66		68898.76	3806.93	1.08E+09		0		Csb
73a	626	No	Yes	SHI-0626	RR2227	OR	OR2	OR2_Big Dog	Big Dog	73	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/3/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.15	silt loam	5.98	72.81	21.22	0.25	91.78	11.16	13.52	4.07	88.2	4.43	26.54	0.29	15.25	279.84	11.7	6.51	100	3.7	100	153.7	100	108.8	4.5	4.6	0.2	56	60.3		62968.45	7219.92	2.27E+09		0		Csb
74a	627	No	Yes	SHI-0627	RR2228	OR	OR2	OR2_Concorde	Concorde	74	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/23/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.12	silt loam	5.71	73	21.3	0.27	95.74	12.35	15.01	4.21	91	4.6	28.19	0.28	14.16	330.01	17.91	6.38	100	3.6	100	144.6	100	110.8	5.4	3.9	0.2	56	61.8		72987.86	9734.3	2.74E+09		0		Csb
75a	628	No	Yes	SHI-0628	RR2229	OR	OR2	OR2_Control	Control	75	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/16/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.35	silt loam	5.27	74.57	20.16	0.29	97.81	15.27	19.11	3.97	86	4.03	22.74	0.23	10.77	303.13	14.36	6.44	100	3.5	100	147.4	100	110.1	5	3.6	0.1	56	60.68		63170.39	6486.26	1.63E+09		0		Csb
76a	629	No	Yes	SHI-0629	RR2230	OR	OR2	OR2_Graza	Graza	76	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	4/30/2018			5/14/2018				radish	"Fescue, Annual"	Conventional Till																						32.25	silt loam	5.2	72.69	22.11	0.25	91.53	13.48	16.52	4.17	90.3	4.92	31.61	0.3	15.81	304.93	14.58	6.6	100	3.9	100	173.1	100	114.4	4	3.6	0.1	56	61.64		72473.16	3372.94	1.35E+09		0		Csb
77a	630	No	Yes	SHI-0630	RR2231	OR	OR2	OR2_Rymin	Rymin	77	5/14/2018	in-season	44.626	-123.215	0	15	cropland.annual		None		2		5/14/2016							5/14/2016	8/15/2017			9/18/2017	5/15/2018			5/14/2018				cereal rye	"Fescue, Annual"	Conventional Till																						32.29	silt loam	5.42	74.37	20.21	0.34	99.7	15.71	19.79	4.03	87.3	5.23	34.96	0.26	13.13	322.85	16.91	6.58	100	3.1	88.8	144.5	100	109.6	5	3.3	0.1	56	61.66		78671.97	478.11	8.87E+08		0		Csb
ARSI1.40.1	631	No	No	SHI-0638	SS297	OR	OR3	OR3_40	40	ARS.I1.40	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								40														23.92	loam	49.09	34.09	16.82	0.19	70.4	4.49	7.04	2.64	34.58	2.94	14.03	0.17	7.8	308.38	15.02	6.57	100	6.4	100	94.6	100	682.8	1.6	1.2	3.7	100	54.89		42081.88	3089.56	9.99E+08	100	1	2	Csb
ARSI4.240.1	632	No	No	SHI-0639	SS298	OR	OR3	OR3_240	240	ARS.I4.240	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								240														23.23	sandy loam	53.03	32.26	14.71	0.21	87.97	4.98	6.39	2.41	69.55	3.43	12.82	0.21	9.68	339.32	29	6.04	86.23	5.3	100	83.3	100	632.2	4	1.7	3.6	100	60.16		41807.04	4850.73	1.36E+09	100	1	2	Csb
ARSII4.240.1	633	No	No	SHI-0640	SS299	OR	OR3	OR3_160	160	ARS.II3.160	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								160														23.01	sandy loam	54.51	32.23	13.25	0.25	95.01	5.74	6.81	2.25	62.27	3.5	13.24	0.27	13.84	293.82	21.74	6.28	98.54	6.4	100	96.2	100	684	3.2	1.8	1.7	100	61.15		55070.01	4579.05	1.20E+09	100	1	2	Csb
ARSII2.80.1	634	No	No	SHI-0641	SS300	OR	OR3	OR3_80	80	ARS.II2.80	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								80														23.44	loam	51.63	32.88	15.49	0.23	84.33	9.02	11.1	2.55	30.83	3.63	19.18	0.26	12.83	310.2	15.25	6.33	100	6.1	100	112.5	100	663.4	2.5	1.4	2.5	100	57.35		58105.29	7488.18	2.02E+09	100	1	2	Csb
ARSIV1.40.1	635	No	No	SHI-0642	SS301	OR	OR3	OR3_40	40	ARS.IV1.40	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								40														25.24	loam	43.73	36.58	19.68	0.23	86.58	1.87	5.28	2.3	21.73	2.74	12.76	0.2	8.89	259.24	9.66	6.61	100	4.3	100	92	100	692.7	1.8	1	1.4	100	54.49		38473.06	3566.6	8.78E+08	100	1	2	Csb
ARSIV3.160.1	636	No	No	SHI-0643	SS302	OR	OR3	OR3_160	160	ARS.IV3.160	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								160														25.61	loam	41.94	37.01	21.05	0.22	83.7	3.66	6.44	2.32	22.35	3	14.43	0.21	9.68	281.08	11.83	6.3	100	2.6	74.8	77.5	100	669.1	2.7	1.1	2.7	100	52.32		45663.5	3863.96	1.15E+09	100	1	2	Csb
ARSI2.80.1	637	No	No	SHI-0644	SS303	OR	OR3	OR3_80	80	ARS.I2.80	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								80														23.16	sandy loam	53.59	30.46	15.95	0.18	78.3	6.4	7.21	2.32	65.34	3.09	10.9	0.25	12.34	277.44	19.41	6.42	100	4.9	100	82.4	100	670.6	1.9	1.2	2.2	100	59.35		48881.4	3687.88	9.92E+08	100	1	2	Csb
ARSII3.160.1	638	No	No	SHI-0645	SS304	OR	OR3	OR3_80	80	ARS.II2.80	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								80														25.04	loam	45.31	35.67	19.03	0.24	87.75	5.34	7.7	2.07	15.13	3.21	15.97	0.27	13.33	324.76	17.18	6.62	100	5.2	100	91.3	100	683	1.9	1.3	2.5	100	55.71		59764.71	4121.86	1.08E+09	100	1	2	Csb
ARSIII2.80.1	639	No	No	SHI-0646	SS305	OR	OR3	OR3_240	240	ARS.II4.240	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								240														24.26	loam	47.51	35.91	16.59	0.21	78.29	7.26	9.36	2.62	33.82	3.26	16.34	0.26	12.83	304.74	14.56	5.82	53.62	4.7	100	103.1	100	661.6	5.4	2.9	2.8	100	51.88		54160.58	3982.05	9.87E+08	100	1	2	Csb
ARSIII1.40.1	640	No	No	SHI-0647	SS306	OR	OR3	OR3_160	160	ARS.II3.160	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								160														25.27	loam	42.35	38.38	19.26	0.22	82.64	8.58	10.64	2.75	38.89	3.84	21.01	0.3	16.04	330.22	17.94	5.98	79.34	4.5	100	112.1	100	655.8	4.1	2.8	3.4	100	56.65		65662.27	3899.47	1.02E+09	100	1	2	Csb
ARSIV2.80.1	641	No	No	SHI-0648	SS307	OR	OR3	OR3_80	80	ARS.IV2.80	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								80														25.91	loam	39.54	39.61	20.85	0.24	89.52	2.86	5.9	2.66	35.35	2.93	13.96	0.2	8.89	281.08	11.83	6.34	100	4.6	100	101.9	100	679.4	2.7	1.2	3.8	100	56.55		40736.61	4412.45	1.07E+09	100	1	2	Csb
ARSI3.160.1	642	No	No	SHI-0649	SS308	OR	OR3	OR3_160	160	ARS.I3.160	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								160														23.28	sandy loam	52.58	31.49	15.93	0.19	80.35	5.68	6.78	2.48	72.74	3.28	11.96	0.25	12.34	324.76	26.56	6.12	92.71	5.8	100	95.9	100	635.5	3.6	2.1	2	100	60.34		49210.87	3903.96	1.03E+09	100	1	2	Csb
ARSII1.40.1	643	No	No	SHI-0650	SS309	OR	OR3	OR3_40	40	ARS.II1.40	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								40														23.77	loam	49.34	33.19	17.46	0.19	67.45	13.94	17.16	2.8	41.3	4.22	24.45	0.29	14.92	443.07	37.91	6.2	96.55	7.8	100	165.2	100	660.1	2.6	2.4	3.2	100	59.97		53965.61	9087.6	2.40E+09	100	1	2	Csb
ARSIII4.240.1	644	No	No	SHI-0651	SS310	OR	OR3	OR3_240	240	ARS.III4.240	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								240														25.3	loam	42.46	39.28	18.26	0.23	84.68	5.6	7.91	2.66	35.35	3.08	14.99	0.25	12.34	268.34	10.52	5.63	21.98	4.7	100	99.2	100	664	6.1	3.7	1.6	100	48.78		46234.87	5688.31	1.33E+09	100	1	2	Csb
ARSIII3.160.1	645	No	No	SHI-0652	SS311	OR	OR3	OR3_40	40	ARS.III1.40	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								40														26.33	loam	36.6	42.21	21.19	0.24	89.97	3.68	6.45	3.01	50.35	2.81	13.17	0.22	10.51	359.34	22.35	6.61	100	4.5	100	104	100	710.8	2.5	2.3	3.3	100	59.28		37001.23	4614.41	1.14E+09	100	1	2	Csb
ARSIV4.240.1	646	No	No	SHI-0653	SS312	OR	OR3	OR3_240	240	ARS.IV4.240	7/27/2018	in-season	44.565	-123.129	0	15	cropland.perennial	perennial	None	Hops	1		7/27/2016							7/27/2016	7/27/2018							7/27/2018	0	100	100	Hops	Hops	Zone till								240														26.23	loam	36.72	41.4	21.88	0.24	89.31	3.06	6.03	3.13	55.72	2.87	13.56	0.19	8.52	339.32	19.26	6.08	89.84	3.7	100	73.6	99.08	584.7	3.1	1.7	2.5	100	58.13		43086.74	4155.67	1.02E+09	100	1	2	Csb
ID1Cas1a.s1	647	No	No	SHI-0654	SS313	ID	ID5	ID5_Cas1	Cas1	ID1Cas1a	7/31/2018	in-season	48.851	-116.414	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						24.62	loam	46.14	42.54	11.32	0.27	94.7	3.64	6.42	2.49	28.67	6.74	52.93	0.44	30.16	614.16	73.14	7.23	100	51.6	8.87	269.2	100	303	10	62.5	18.5	56	55.09		74156.02	13771.95	2.46E+09	100	1	2	Dsb
ID1Cas1b.s1	648	No	No	SHI-0655	SS314	ID	ID5	ID5_Cas1	Cas1	ID1Cas1b	7/31/2018	in-season	48.851	-116.414	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						23.89	loam	51.03	41.48	7.49	0.25	90.92	3.08	6.04	1.99	13.04	5.07	33.2	0.39	23.92	559.55	62.62	7.2	100	40.6	10.89	205	100	272.3	11.5	60.7	18.5	56	49.66		62806.37	8624.34	2.16E+09	100	1	2	Dsb
ID1Cas2a.s1	649	No	No	SHI-0656	SS315	ID	ID5	ID5_Cas2	Cas2	ID1Cas2a	7/31/2018	in-season	48.85	-116.409	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						33.11	silt loam	1.76	74.17	24.07	0.4	99.99	5.85	8.12	3.92	84.79	8.28	70.53	0.71	64.75	745.2	90.75	7.74	60.75	50.2	9.13	334.1	100	444.3	3.5	47.9	8.8	100	68.88		89596.77	15152.66	2.92E+09	100	1	2	Dsb
ID1Cas2b.s1	650	No	No	SHI-0657	SS316	ID	ID5	ID5_Cas2	Cas2	ID1Cas2b	7/31/2018	in-season	48.85	-116.411	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						32.28	silt loam	10.2	76.85	12.96	0.36	99.91	3.3	6.19	2.32	22.35	5.38	36.74	0.54	41.59	463.09	42.09	7.62	79.34	35.9	20.02	259.2	100	345	17.1	88.2	12.8	56	50.42		68190.22	15128.01	2.64E+09	100	1	2	Dsb
ID1Cent1a.s1	651	No	No	SHI-0658	SS317	ID	ID5	ID5_Cent1	Cent1	ID1Cent1a	7/31/2018	in-season	48.856	-116.398	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						33.72	silt loam	3.28	80.28	16.44	0.37	99.93	3.05	6.03	2.33	22.98	6.59	51.08	0.58	47.18	537.71	58.08	7.9	32.47	24.4	53.6	346	100	391.1	14.6	98.7	7.2	56	52.74		75681.61	9903.33	1.35E+09	100	1	2	Dsb
ID1Cent1b.s1	652	No	No	SHI-0659	SS318	ID	ID5	ID5_Cent1	Cent1	ID1Cent1b	7/31/2018	in-season	48.856	-116.403	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						33.75	silt loam	1.68	73.61	24.71	0.37	99.93	5.47	7.81	2.86	43.74	5.65	39.83	0.58	47.18	563.19	63.37	7.71	65.88	41.5	10.72	395.6	100	383.2	4.1	53.3	5.4	56	53.45		87286.66	15121.2	3.60E+09	100	1	2	Dsb
ID1Cent2a1.s1	653	No	No	SHI-0660	SS319	ID	ID5	ID5_Cent2	Cent2	ID1Cent2a	7/31/2018	in-season	48.858	-116.405	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						33.21	silt loam	3.45	72.39	24.15	0.38	99.97	7.2	9.31	3.14	56.13	6.63	51.53	0.65	56.59	574.11	65.56	7.74	60.75	53.2	8.58	339.2	100	397.9	4	45.9	6.7	100	60.84		95712.64	14915.25	2.93E+09	100	1	2	Dsb
ID1Cent2b.s1	654	No	No	SHI-0661	SS320	ID	ID5	ID5_Cent2	Cent2	ID1Cent2b	7/31/2018	in-season	48.856	-116.406	0	15	cropland.perennial	perennial	None	Hops	1		7/31/2016							7/31/2016	7/31/2018							7/31/2018	0	100	100	Hops	Hops	Zone till																						31.39	silt loam	13.14	64.54	22.31	0.35	99.8	4.83	7.3	2.77	40.09	6.13	45.49	0.63	53.78	548.63	60.37	7.76	57.21	39	13.2	261.1	100	371.4	3.6	43.1	5.6	100	57.72		91425.15	14436.09	4.00E+09	100	1	2	Dsb
ID2Cas1a.s1	655	No	No	SHI-0662	SS321	ID	ID6	ID6_Cas1	Cas1	ID2Cas1a	8/2/2018	in-season	43.716	-116.903	0	15	cropland.perennial	perennial	None	Hops	1		8/2/2016							8/2/2016	8/2/2018							8/2/2018	0	100	100	Hops	Hops	Zone till																						31.84	silt loam	10.92	67.22	21.86	0.32	99.36	8	10.07	2.81	41.7	2.35	10.45	0.52	39.75	330.22	17.94	7.49	92.06	71.8	5.17	498.6	100	636.8	0.5	6.5	1.2	100	51.65		62455.33	8456.25	1.42E+09	100	1	2	BSk
ID2Cas1b.s1	656	No	No	SHI-0663	SS322	ID	ID6	ID6_Cas1	Cas1	ID2Cas1b	8/2/2018	in-season	43.717	-116.905	0	15	cropland.perennial	perennial	None	Hops	1		8/2/2016							8/2/2016	8/2/2018							8/2/2018	0	100	100	Hops	Hops	Zone till																						33.41	silt loam	3.2	74.68	22.11	0.34	99.65	9.01	11.09	2.9	45.39	2	8.63	0.58	47.18	306.56	14.79	7.55	87.21	41.7	10.69	249.5	100	1220.9	1.3	15	0.4	100	52.46		126011.87	8591.32	1.49E+09	100	1	2	BSk
ID2Cas2a.s1	657	No	No	SHI-0664	SS323	ID	ID6	ID6_Cas2	Cas2	ID2Cas2a	8/2/2018	in-season	43.719	-116.904	0	15	cropland.perennial	perennial	None	Hops	1		8/2/2016							8/2/2016	8/2/2018							8/2/2018	0	100	100	Hops	Hops	Zone till																						31.81	silt loam	10.97	63.37	25.66	0.33	99.64	5.23	7.62	2.84	42.92	3.19	15.81	0.47	33.53	264.7	10.17	6.41	100	18.9	100	390.2	100	655.6	1.8	16.6	1.1	100	60.97		59802.14	4018.89	6.67E+08	100	1	2	BSk
