SampleID	sample_simple	PLFA_ID	Remove.SH	Remove.SHMI	Index	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper	Lower	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ	acidity	BSk	Cfa	Csa	Csb	Dfa	Dfb	Dfc	SH	SH_rating	SH_bin	SOM.pred	SOM.corr	SOM.resid	activeC.pred	activeC.corr	activeC.resid	resp.pred	resp.corr	resp.resid	qPCR.pred	qPCR.corr	qPCR.resid	agg_stab.pred	agg_stab.corr	agg_stab.resid	ace.pred	ace.corr	ace.resid	water_cap.pred	water_cap.corr	water_cap.resid	clay.bt	SOM.bt	activeC.bt	resp.bt	qPCR.bt	agg_stab.bt	ace.bt	water_cap.bt	root_bin	rich_bin	dist_bin	SHMI	SHMI_bin	SHMI2	SHMI2_rating	SHMI2_bin
NRCS18S.26	NRCS26	SHI-0026	No	No	26	PP105	MN	MN1	MN1_8	8	J Johnson Plot 11	42509	in-season	45.68504	-95.8043	0	15	cropland.perennial	perennial	None	Big Bluestem	1	NA	5/20/2015	NA	NA	NA	NA	NA	NA	5/20/2015	5/19/2016	NA	NA	NA	NA	NA	NA	5/19/2016	0	100	100	Big Bluestem	Big Bluestem	No Till/ Direct Seed	NA	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	6313.976378	kg/ha	25.14596167	loam	35.30763099	42.33954911	0.342815234	0.154105674	92.47510136	1.227537909	63.08931238	1.451374136	99.74118616	0.094061892	26.31053291	1.891647556	78.79968203	1.35860411	91.79383499	2.22669744	0	12.58489317	100	142.095137	100	1870.803297	0.569391841	15.48681059	0.633522613	100	75.22096498	133	2.167026115	19035.62203	1.492806381	100	1	3	Dfb	-2.22669744	0	0	0	0	0	1	0	0.09694422	62.5	high	1.2743312	3.369590684	0.177042936	1.359481567	428.8382131	-0.000877457	1.393885912	0.47131734	0.497761644	1.449834168	1333891969	0.042972213	0.845513936	20.22217	0.382023973	0.240240829	3.931814366	-0.146178937	0.147085772	0.239707121	0.007019902	22.3528199	5.516268657	757.3973198	0.839846991	4020000000	37.01595524	4.408456486	0.253455359	1.130220458	-0.736540295	0.420007026	9	4	0.317729955	76.67910448	high
NRCS18S.27	NRCS27	SHI-0027	No	No	27	PP106	MN	MN1	MN1_4	4	J Johnson Plot 12	42509	post-harvest	45.68504	-95.8044	0	15	cropland.annual	cover crop	"Rye, Winter | Rye, Winter | Rye, Winter"	"Wheat | Cover | Soybean, Forage"	3	NA	5/20/2013	NA	NA	5/20/2013	9/1/2013	NA	NA	NA	NA	7/23/2014	4/1/2015	4/29/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	46.94063927	23.65296804	70.59360731	"Soybean, Forage"	Cover	No Till/ Direct Seed	NA	2000	Planter	NA	full	25	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	3490.79087	kg/ha	25.44688141	loam	34.58714228	41.9775573	0.473748049	0.271623141	94.68935462	0.015181305	19.02586783	1.316716504	99.39502875	-0.359830713	18.75489867	1.131174463	52.18085688	1.489524994	94.75826581	1.896509941	0	19.41437782	100	118.4613002	100	2266.438149	0.461738845	20.75693873	0.296998594	100	67.88042726	142	1.869018887	14867.90937	1.376668938	70.59360731	1.667	3	Dfb	-1.896509941	0	0	0	0	0	1	0	-0.159942152	34.74025974	low	1.372295369	3.045929718	-0.055578864	1.38087556	448.9474609	0.108649434	1.481788052	0.323543842	-0.350613589	1.525302214	1152931771	-0.148633277	0.872142667	7.244430114	-0.856961362	0.163746261	3.331887742	-0.523576973	0.205656818	0.245125004	0.065966323	23.43530041	5.258308116	800.0429287	0.616407969	3.68E+09	15.21501797	3.573016904	0.265004362	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.28	NRCS28	SHI-0028	No	No	28	PP107	MN	MN1	MN1_7	7	J Johnson Plot 13	42509	post-harvest	45.68475	-95.8031	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	7/23/2014	4/1/2015	NA	NA	4/29/2015	10/1/2015	NA	NA	5/19/2016	0	49.40639269	49.40639269	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	None	100	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	4146.35083	kg/ha	27.33916037	silt loam	23.96718487	50.83722753	0.686665838	0.295365527	95.07653018	0.748763868	40.13291449	1.615438464	99.92018238	0.134318523	27.19631893	1.239759564	55.93299413	1.592516956	96.50285743	1.858523769	0	21.4226659	100	184.7602186	100	1508.536609	0.414855814	7.713201601	0.412315571	100	71.47617975	144	2.041292245	14504.74995	1.452978163	49.40639269	1.333	3	Dfb	-1.858523769	0	0	0	0	0	1	0	0.0355683	55.84415584	medium	1.531600844	3.237488951	0.083837619	1.41566563	461.9430419	0.176851326	1.624731054	0.318514928	-0.384971491	1.648025381	1112924937	-0.195047218	0.91544526	13.13910741	-0.166681392	0.039353804	4.410417818	0.094964719	0.300902749	0.238568533	-0.005537221	25.19558761	5.840915189	835.27191	0.644781178	3.90E+09	26.50165119	4.49727525	0.26740078	-1.199772487	0.224008606	0.420007026	7	3	-0.241260288	37.68656716	low
NRCS18S.29	NRCS29	SHI-0029	No	No	29	PP108	MN	MN1	MN1_8	8	J Johnson Plot 14	42509	in-season	45.68475	-95.8032	0	15	cropland.perennial	perennial	None	Big Bluestem	1	NA	5/20/2015	NA	NA	NA	NA	NA	NA	5/20/2015	5/19/2016	NA	NA	NA	NA	NA	NA	5/19/2016	0	100	100	Big Bluestem	Big Bluestem	No Till/ Direct Seed	NA	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	8034.776903	kg/ha	27.66549206	silt loam	22.53592241	50.68710787	0.877943934	0.202383006	93.44539628	1.592654959	81.50968954	1.593325254	99.90556929	-0.027883225	23.87317949	1.848891083	77.40349908	1.269187124	89.26970918	2.086440804	0	12.24906626	100	167.4970121	100	2043.641235	0.456029035	9.752754895	0.378507108	100	76.54070429	168	2.508818837	29072.71566	2.418391432	100	1	3	Dfb	-2.086440804	0	0	0	0	0	1	0	0.020252872	53.8961039	medium	1.674715462	3.011251912	-0.081390208	1.446919844	398.2513457	-0.177732721	1.753146182	0.395344154	0.095744902	1.758275697	2133334762	0.660115735	0.954346837	24.46268779	0.638308122	-0.072396144	4.302898956	0.04451292	0.386468451	0.222952174	-0.184085445	26.77696972	5.796490066	729.5849662	0.825660387	8.13E+09	47.14305562	4.155719745	0.258137609	1.130220458	-0.736540295	0.420007026	9	4	0.317729955	76.67910448	high
NRCS18S.30	NRCS30	SHI-0030	No	No	30	PP109	MN	MN1	MN1_3	3	J Johnson Plot 15	42509	post-harvest	45.68475	-95.8033	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	Corn | Cover | Wheat	3	NA	5/20/2013	NA	NA	5/20/2013	10/15/2013	NA	NA	NA	NA	7/22/2014	3/15/2015	4/16/2015	9/1/2015	8/13/2015	5/1/2016	5/19/2016	45.47945205	26.11872146	71.59817352	Wheat	Cover	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	full	25	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	4077.844408	kg/ha	27.80014381	silt loam	21.92683649	52.95256432	0.677595518	0.403599534	96.5973733	1.293292792	66.54801089	1.587520484	99.90135846	-0.308944311	19.41956911	1.482069883	64.57576039	1.275253464	89.45368268	2.416628303	0	12.99548005	100	139.5347924	100	2724.074451	0.41203431	11.12156147	0.3195919	100	73.64957548	164	2.035371867	27691.70725	2.057973343	71.59817352	1.667	3	Dfb	-2.416628303	0	0	0	0	0	1	0	-0.008435816	51.2987013	medium	1.524814414	3.207990441	0.06270607	1.414183569	404.7697453	-0.138930105	1.618641667	0.356435004	-0.136571784	1.642797361	1770587397	0.415175982	0.913600565	20.18655695	0.379692227	0.044652936	3.582738708	-0.353597248	0.296845262	0.248945423	0.106754272	25.12059919	5.784862982	731.4391231	0.71216755	6180000000	38.69439201	3.653623704	0.278602822	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.31	NRCS31	SHI-0031	No	No	31	PP110	MN	MN1	MN1_11	11	J Johnson Plot 16	42509	post-harvest	45.68475	-95.8034	0	15	cropland.annual	None	None | None | None	Alfalfa | Radish + Wheat + Oats | Soybean	3	NA	5/20/2013	NA	NA	5/20/2013	7/1/2014	NA	NA	7/23/2014	4/1/2015	NA	NA	4/29/2015	10/1/2015	NA	NA	5/19/2016	0	74.33789954	74.33789954	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed	NA	2000	Planter	NA	None	100	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	2646.822579	kg/ha	27.34443628	silt loam	23.03045944	52.07855506	0.649822301	0.170966521	92.82366338	1.020431388	52.4673719	1.776576341	99.97869028	-0.313011502	19.36504406	1.542553079	66.74935908	1.456057049	94.08228819	2.232541467	0	18.22280478	100	142.6999269	100	2659.56972	0.347478318	12.74256176	0.432323433	100	72.54664169	193	2.827241971	13694.78671	1.094962555	74.33789954	1.333	3	Dfb	-2.232541467	0	0	0	0	0	1	0	0.02257308	54.05844156	medium	1.504034443	3.508335491	0.272541898	1.409645516	437.4075967	0.046411533	1.599996034	0.369300693	-0.057442955	1.626789224	861341389.6	-0.531826669	0.90795213	16.4312615	0.112479258	0.060878817	3.551242308	-0.373890319	0.284421284	0.229003664	-0.113454763	24.8909855	6.170977995	788.9179873	0.729900806	2970000000	32.11397184	3.647075483	0.255080903	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.32	NRCS32	SHI-0032	No	No	32	PP111	MN	MN1	MN1_4	4	J Johnson Plot 17	42509	post-harvest	45.68475	-95.8035	0	15	cropland.annual	cover crop	"Rye, Winter | Rye, Winter | Rye, Winter"	"Wheat | Cover | Soybean, Forage"	3	NA	5/20/2013	NA	NA	5/20/2013	9/1/2013	NA	NA	NA	NA	7/23/2014	4/1/2015	4/29/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	46.94063927	23.65296804	70.59360731	"Soybean, Forage"	Cover	No Till/ Direct Seed	NA	2000	Planter	NA	full	25	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	2462.705412	kg/ha	27.69712734	silt loam	21.1268811	52.33195636	0.849421575	0.289476544	94.98234391	0.413829804	28.38322615	1.815370829	99.98489327	-0.396559478	18.29795628	1.357119169	60.08972188	1.655349716	97.33541858	1.937418127	0	16.443726	100	132.0631384	100	2456.894768	0.348694278	16.89662859	0.346027814	100	69.90735601	161	2.222603323	19801.41433	1.496071552	70.59360731	1.667	3	Dfb	-1.937418127	0	0	0	0	0	1	0	-0.030283951	48.86363636	medium	1.653374981	3.348043579	0.161995847	1.442259384	469.0005909	0.213090332	1.73399761	0.319693411	-0.376878441	1.741835764	1070794603	-0.245764212	0.948546043	9.642708374	-0.534716239	-0.055732594	3.602787038	-0.340826884	0.373709355	0.231555124	-0.08423281	26.54116254	6.25211661	857.5217929	0.676701039	4030000000	20.71309994	3.516574233	0.266804367	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.33	NRCS33	SHI-0033	No	No	33	PP112	MN	MN1	MN1_6	6	J Johnson Plot 18	42509	post-harvest	45.68475	-95.8037	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	7/23/2014	4/1/2015	NA	NA	4/29/2015	10/1/2015	NA	NA	5/19/2016	0	49.40639269	49.40639269	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	None	100	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	2562.321516	kg/ha	27.72289702	silt loam	21.28106319	52.26927801	0.838353623	0.242535612	94.187774	0.179924851	22.36294885	1.767390596	99.97691695	-0.474055249	17.39215852	1.354563321	59.99840021	1.665663105	97.45662081	2.355266024	0	11.86342945	100	114.3647614	100	2448.423498	0.270053851	22.44416847	0.278720678	100	69.13748193	123	1.970238506	25495.62588	1.856092471	49.40639269	1.333	3	Dfb	-2.355266024	0	0	0	0	0	1	0	-0.059092928	45.29220779	medium	1.645093919	3.291603364	0.122296677	1.440450917	471.385308	0.225212187	1.726567107	0.320405048	-0.372003786	1.735456334	1415093427	0.120636137	0.946295076	7.862776018	-0.766370225	-0.049266391	3.474147653	-0.424788858	0.368758254	0.227897704	-0.126222642	26.4496588	6.151861575	861.2301067	0.675991708	5300000000	17.32013226	3.402022536	0.26209769	-1.199772487	0.224008606	0.420007026	7	3	-0.241260288	37.68656716	low
NRCS18S.34	NRCS34	SHI-0034	No	No	34	PP113	MN	MN1	MN1_10	10	J Johnson Plot 19	42509	post-harvest	45.68475	-95.8038	0	15	cropland.annual	None	None | None | None	Sorghum-Sudan | Sorghum-Sudan | Sorghum-Sudan	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	6/1/2014	10/1/2014	NA	NA	6/1/2015	10/1/2015	NA	NA	5/19/2016	0	34.52054795	34.52054795	Sorghum-Sudan	Sorghum-Sudan	No Till/ Direct Seed	NA	2000	Planter	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	10385.82677	kg/ha	27.6538037	silt loam	21.90770318	51.11797408	0.901815021	0.338124511	95.7243791	0.790256736	41.86257436	1.715278056	99.96406372	-0.209188206	20.8383588	1.622816812	69.61619352	1.761482537	98.3944338	2.276371666	0	12.61630909	100	122.0777437	100	2875.843255	0.611868836	32.71566466	0.309723368	100	72.64000033	143	2.363549035	23156.82625	1.951715042	34.52054795	1	3	Dfb	-2.276371666	0	0	0	0	0	1	0	0.043999962	57.46753247	medium	1.692575852	3.152602004	0.022702204	1.450820302	488.5433442	0.310662235	1.769172108	0.354871351	-0.146355296	1.772034695	1480118839	0.179680347	0.959201668	13.11481413	-0.168944932	-0.086342293	3.974440133	-0.122845913	0.397146863	0.233779158	-0.059022352	26.97432274	6.044101094	896.459088	0.754018034	5.70E+09	27.30261261	3.820259353	0.271771412	-1.199772487	-0.736540295	0.420007026	6	2	-0.438377032	26.67910448	low
NRCS18S.35	NRCS35	SHI-0035	No	No	35	PP114	MN	MN1	MN1_2	2	J Johnson Plot 20	42509	in-season	45.68475	-95.8039	0	15	cropland.perennial	perennial	None	"Switchgrass, Summer"	1	NA	5/20/2015	NA	NA	NA	NA	NA	NA	5/20/2015	5/19/2016	NA	NA	NA	NA	NA	NA	5/19/2016	0	100	100	"Switchgrass, Summer"	"Switchgrass, Summer"	No Till/ Direct Seed	NA	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	9699.80315	kg/ha	27.82214938	clay loam	21.2651451	50.16777189	1.094469378	0.534552305	97.94664818	0.910044183	39.06837108	1.687187485	98.63507412	-0.024486722	28.12321958	2.004067757	82.30807094	1.618898303	91.11247214	2.435621389	0	14.26229975	100	144.3530733	100	2209.430514	0.396411266	20.76850765	0.55015469	100	73.7193856	143	2.579560496	30525.44156	1.8209102	100	1	3	Dfb	-2.435621389	0	0	0	0	0	1	0	0.00750048	52.43506494	medium	1.836720191	2.920874041	-0.149532705	1.482299393	454.2283077	0.13659891	1.898511193	0.397064634	0.105556564	1.88307827	1231335763	-0.06216807	0.998383144	14.00289493	-0.088338961	-0.198896292	4.588582525	0.17440957	0.483328217	0.24375864	0.051224087	28.56708302	5.986500263	844.5426945	0.878150824	5160000000	29.72678765	4.162445181	0.292785416	1.130220458	-0.736540295	0.420007026	9	4	0.317729955	76.67910448	high
NRCS18S.36	NRCS36	SHI-0036	No	No	36	PP115	MN	MN1	MN1_1	1	J Johnson Plot 21	42509	post-harvest	45.68475	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	7/23/2014	4/1/2015	NA	NA	4/29/2015	10/1/2015	NA	NA	5/19/2016	0	49.40639269	49.40639269	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	None	100	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	grain	2683.520957	kg/ha	28.15046997	silty clay loam	18.76661536	52.69665594	1.090797832	0.841792768	99.53303648	0.444540589	23.37635553	1.849987923	99.5108572	-0.082093989	26.88006409	1.669006718	71.24928734	1.746606215	94.28873535	2.359649044	0	27.5533015	38.38273669	153.7375243	100	2654.824599	0.426853985	23.33305423	0.452194108	100	65.32210727	140	2.594135802	19218.94051	1.531463009	49.40639269	1.333	3	Dfb	-2.359649044	0	0	0	0	0	1	0	0.025800355	54.70779221	medium	1.833973134	3.143400698	0.016014789	1.481699475	479.2795593	0.26490674	1.89604629	0.342198964	-0.227039572	1.880962037	989524276.3	-0.349499028	0.997636436	9.490442324	-0.553095846	-0.196751273	4.453545319	0.114657284	0.4816858	0.274046091	0.360106968	28.5367287	6.325070354	890.8966173	0.768204638	4140000000	21.19633887	4.050666913	0.32895961	-1.199772487	0.224008606	0.420007026	7	3	-0.241260288	37.68656716	low
NRCS18S.37	NRCS37	SHI-0037	No	No	37	PP116	MN	MN1	MN1_9	9	J Johnson Plot 22	42509	post-harvest	45.68475	-95.8041	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	"Soybean, Forage | Cover | Corn"	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	NA	NA	7/22/2014	4/14/2015	5/1/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	48.21917808	26.21004566	74.42922374	Corn	Cover	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	full	25	Synthetic	150	0	0	1	None	NA	NA	None	NA	NA	NA	grain	7314.218462	kg/ha	27.6059406	silt loam	22.44768265	50.91610139	0.860918883	0.612360805	98.52866363	-0.130898492	16.58580232	1.660019351	99.94366075	-0.344535827	18.95073148	1.503991282	65.36419267	1.721604711	98.0436195	2.328967905	0	26.20226151	41.35502468	125.452688	100	3099.134079	0.554271586	38.79673345	0.470551641	100	63.8771695	154	2.090111278	26639.15901	2.010335387	74.42922374	1.667	3	Dfb	-2.328967905	0	0	0	0	0	1	0	-0.060809841	45.12987013	medium	1.661977288	3.118753833	-0.001957937	1.444138007	481.8048507	0.277466704	1.741716362	0.340550188	-0.23772508	1.748462669	1575641792	0.261872718	0.950884332	5.879856502	-1.081782824	-0.062449639	3.697337606	-0.282086188	0.378852522	0.261202102	0.233508284	26.63621596	5.931113874	881.6258327	0.718551522	5960000000	13.52806325	3.596946032	0.301551941	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.38	NRCS38	SHI-0038	No	No	38	PP117	MN	MN1	MN1_5	5	J Johnson Plot 23	42509	post-harvest	45.68475	-95.8043	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Alfalfa	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	7/23/2014	4/1/2015	NA	NA	4/15/2015	12/31/2015	NA	NA	5/19/2016	0	58.99543379	58.99543379	Alfalfa	Radish + Wheat + Oats	No Till/ Direct Seed	NA	2000	NA	NA	None	100	Synthetic	30	60	66	1	None	NA	NA	None	NA	NA	NA	above ground	3200.529743	kg/ha	27.03455035	clay loam	25.42484197	47.28128506	0.940466628	0.53610925	97.95978191	0.495545712	24.72414623	1.61415573	97.94535607	-0.237433067	23.90457824	1.803312483	75.88313149	1.639795705	91.69426662	2.377181123	0	46.65615629	9.777926552	128.7209382	100	3018.829381	0.678365192	53.88258648	0.551266972	56	57.78891871	164	2.452482274	19831.52506	1.60852087	58.99543379	1.333	3	Dfb	-2.377181123	0	0	0	0	0	1	0	-0.050364953	45.77922078	medium	1.721495054	2.976635298	-0.107339325	1.457135848	463.0670648	0.182659857	1.795120981	0.380272866	0.008191501	1.794313	1120790050	-0.18579213	0.967062518	10.18161937	-0.471516806	-0.10892363	3.964026639	-0.128509437	0.414437143	0.25035753	0.121672107	27.29387297	5.838332483	851.9593222	0.810764452	4.39E+09	22.01927374	3.771873875	0.29295831	-0.423108172	0.224008606	0.420007026	8	3	0.010775375	47.3880597	medium
NRCS18S.39	NRCS39	SHI-0039	No	No	39	PP118	MN	MN1	MN1_12	12	J Johnson Plot 24	42509	in-season	45.68475	-95.8044	0	15	cropland.perennial	perennial	None	"Switchgrass, Sunburst"	1	NA	5/20/2015	NA	NA	NA	NA	NA	NA	5/20/2015	5/19/2016	NA	NA	NA	NA	NA	NA	5/19/2016	0	100	100	"Switchgrass, Sunburst"	"Switchgrass, Sunburst"	No Till/ Direct Seed	NA	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	5818.569554	kg/ha	26.60998753	clay loam	27.670395	45.17766904	0.923298455	0.382287319	96.32860816	1.278320712	56.90848845	1.573727139	97.45633502	-0.258292504	23.54302443	2.314072302	90.41350809	1.655349716	92.11146341	2.37864213	0	15.4691363	100	132.2210438	100	3027.695249	0.772740541	52.37874859	0.484877877	56	71.27614276	177	4.087440192	23040.24212	1.815806386	100	1	3	Dfb	-2.37864213	0	0	0	0	0	1	0	0.041490902	56.81818182	medium	1.708649797	2.940108634	-0.134922657	1.454330625	466.6378201	0.201019091	1.783595077	0.47801664	0.530477225	1.784417479	1322187031	0.031388907	0.963570906	19.21510079	0.314749806	-0.098893509	3.907984212	-0.159398995	0.406757191	0.236862075	-0.024469872	27.15193596	5.757292278	857.5217929	0.99164366	5.14E+09	38.30685176	3.736760942	0.276360544	1.130220458	-0.736540295	0.420007026	9	4	0.317729955	76.67910448	high
NRCS18S.40	NRCS40	SHI-0040	No	No	40	PP119	MN	MN1	MN1_10	10	J Johnson Plot 25	42509	post-harvest	45.68447	-95.8031	0	15	cropland.annual	None	None | None | None	Sorghum-Sudan | Sorghum-Sudan | Sorghum-Sudan	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	6/1/2014	10/1/2014	NA	NA	6/1/2015	10/1/2015	NA	NA	5/19/2016	0	34.52054795	34.52054795	Sorghum-Sudan	Sorghum-Sudan	No Till/ Direct Seed	NA	2000	Planter	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	above ground	16866.14173	kg/ha	27.86164987	silt loam	22.46216398	51.89278806	0.74103089	-0.072668562	86.78964684	0.949283399	49.02073392	1.435257375	99.71196735	-0.121319661	22.22940431	1.564018404	67.51872785	1.483979447	94.65006615	2.356727031	0	13.33149729	100	171.9331117	100	2064.772717	0.568643236	11.88655106	0.374110645	100	71.99205464	193	2.046311851	20783.88322	1.810682673	34.52054795	1	3	Dfb	-2.356727031	0	0	0	0	0	1	0	-0.065357492	43.99350649	medium	1.572276874	2.937343293	-0.137019499	1.424548701	439.7967665	0.059430746	1.661229196	0.362785816	-0.097210792	1.679360721	1426646247	0.131321953	0.926501864	15.30728613	0.022781534	0.007592239	3.96328828	-0.1289119	0.325222229	0.205591184	-0.397890791	25.64504796	5.484992578	798.1887718	0.736284778	5120000000	30.55811753	3.977253866	0.232572668	-1.199772487	-0.736540295	0.420007026	6	2	-0.438377032	26.67910448	low
NRCS18S.41	NRCS41	SHI-0041	No	No	41	PP120	MN	MN1	MN1_9	9	J Johnson Plot 26	42509	post-harvest	45.68447	-95.8032	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	"Soybean, Forage | Cover | Corn"	3	NA	5/20/2013	NA	NA	5/20/2013	10/1/2013	NA	NA	NA	NA	7/22/2014	4/14/2015	5/1/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	48.21917808	26.21004566	74.42922374	Corn	Cover	No Till/ Direct Seed	NA	2000	Double-disc opener/planter	NA	full	25	Synthetic	150	0	0	1	None	NA	NA	None	NA	NA	NA	grain	8561.05877	kg/ha	27.30194766	loam	25.92977585	49.56945754	0.602622874	0.155810059	92.51080901	0.28053586	24.75299231	1.282773297	99.26220053	-0.560032437	16.4720867	1.263624481	56.77113892	1.125234703	84.38680329	2.320201865	0	14.14454361	100	151.4069903	100	1671.991048	0.477220644	14.53386242	0.569596056	100	67.41560308	162	1.533091688	27622.16359	2.01912626	74.42922374	1.667	3	Dfb	-2.320201865	0	0	0	0	0	1	0	-0.267994903	25.16233766	low	1.468719747	2.873272223	-0.18594645	1.401933285	382.0975439	-0.276698582	1.568308556	0.33037285	-0.304684075	1.599584061	1776479532	0.419542198	0.89835285	8.969831973	-0.617816989	0.088454026	3.164828015	-0.648486463	0.263307251	0.229521546	-0.107497192	24.5007666	5.194481737	686.9393573	0.65116515	6.00E+09	18.71890104	3.281711388	0.253619206	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
